Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,URL Variable: surveyid,URL Variable: userid,userID,surveyID,age,Branch to different treatments,"הנח שב-1 באוקטובר תקבל את ההודעה הבאה מקופת החולים שלך:  מבוטח יקר,   לקראת החורף הקרב ובא אנו מביאים לידיעתך שהינך זכאי לקבל את החיסון נגד שפעת החל מהיום, ה-1 באוקטובר 2019, ועד ה-31 במרץ 2020. החיסון ניתן נגד זני שפעת אשר מומחי ארגון הבריאות העולמי מעריכים שיהיו פעילים בעונת החורף הקרובה והוא מומלץ על ידי משרד הבריאות.   החיסון ניתן בחינם. ניתן להתחסן במרפאה שלך או בכל אחת ממרפאות הקופה.   בברכת חורף נעים, קופת החולים   כיצד תפעל?","הנח שב-1 באוקטובר תקבל את ההודעה הבאה מקופת החולים שלך:  מבוטח יקר,   לקראת החורף הקרב ובא אנו מביאים לידיעתך שהינך זכאי לקבל את החיסון נגד שפעת החל מהיום, ה-1 באוקטובר 2019, ועד ה-31 במרץ 2020. החיסון ניתן נגד זני שפעת אשר מומחי ארגון הבריאות העולמי מעריכים שיהיו פעילים בעונת החורף הקרובה והוא מומלץ על ידי משרד הבריאות.      בנוסף ממליץ משרד הבריאות להתחסן מוקדם, בתחילת החורף, עד ה-31 בדצמבר, כדי להגביר את יעילות החיסון עבורך ועבור שאר האוכלוסיה.   החיסון ניתן בחינם. ניתן להתחסן במרפאה שלך או בכל אחת ממרפאות הקופה.   בברכת חורף נעים, קופת החולים   כיצד תפעל?","הנח שב-1 באוקטובר תקבל את ההודעה הבאה מקופת החולים שלך:  מבוטח יקר,   לקראת החורף הקרב ובא אנו מביאים לידיעתך שהינך זכאי לקבל את החיסון נגד שפעת החל מהיום, ה-1 באוקטובר 2019, ועד ה-31 במרץ 2020. החיסון ניתן נגד זני שפעת אשר מומחי ארגון הבריאות העולמי מעריכים שיהיו פעילים בעונת החורף הקרובה והוא מומלץ על ידי משרד הבריאות.      בנוסף ממליץ משרד הבריאות להתחסן מוקדם, בתחילת החורף, עד ה-31 בדצמבר, כדי להגביר את יעילות החיסון עבורך ועבור שאר האוכלוסיה.  שים לב: הסיכוי שיאזלו החיסונים במלאי גבוה יותר עבור מי שמתחסן מאוחר, לאחר ה-31 בדצמבר, מאשר עבור מי שמתחסן מוקדם, עד ה- 31 בדצמבר.   החיסון ניתן בחינם. ניתן להתחסן במרפאה שלך או בכל אחת ממרפאות הקופה.   בברכת חורף נעים, קופת החולים   כיצד תפעל?","הנח שב-1 באוקטובר תקבל את ההודעה הבאה מקופת החולים שלך:  מבוטח יקר,   לקראת החורף הקרב ובא אנו מביאים לידיעתך שהינך זכאי לקבל את החיסון נגד שפעת החל מהיום, ה-1 באוקטובר 2019, ועד ה-31 במרץ 2020. החיסון ניתן נגד זני שפעת אשר מומחי ארגון הבריאות העולמי מעריכים שיהיו פעילים בעונת החורף הקרובה והוא מומלץ על ידי משרד הבריאות.      בנוסף ממליץ משרד הבריאות להתחסן מוקדם, בתחילת החורף, עד ה-31 בדצמבר, כדי להגביר את יעילות החיסון עבורך ועבור שאר האוכלוסיה.  שים לב: החיסון חינם למתחסנים מוקדם, עד ה-31 בדצמבר, אך הוא כרוך בעלות של 20 ש״ח למתחסנים מאוחר, לאחר ה-31 בדצמבר.   ניתן להתחסן במרפאה שלך או בכל אחת ממרפאות הקופה.   בברכת חורף נעים, קופת החולים   כיצד תפעל?","הנח שב-1 באוקטובר תקבל את ההודעה הבאה מקופת החולים שלך:  מבוטח יקר,   לקראת החורף הקרב ובא אנו מביאים לידיעתך שהינך זכאי לקבל את החיסון נגד שפעת החל מהיום, ה-1 באוקטובר 2019, ועד ה-31 במרץ 2020. החיסון ניתן נגד זני שפעת אשר מומחי ארגון הבריאות העולמי מעריכים שיהיו פעילים בעונת החורף הקרובה והוא מומלץ על ידי משרד הבריאות.      בנוסף ממליץ משרד הבריאות להתחסן מוקדם, בתחילת החורף, עד ה-31 בדצמבר, כדי להגביר את יעילות החיסון עבורך ועבור שאר האוכלוסיה.  שים לב: מי שמתחסן מוקדם, עד ה-31 בדצמבר, מקבל הטבה בסכום כולל של 20 ש״ח אותה ניתן לנצל לטובת השתתפות עצמית בביקורים אצל רופאים בקופת החולים. לעומת זאת מי שמתחסן מאוחר, לאחר ה-31 בדצמבר, לא מקבל הטבה זו. גם מי שלא מתחסן לא מקבל הטבה זו.   החיסון ניתן בחינם. ניתן להתחסן במרפאה שלך או בכל אחת ממרפאות הקופה.   בברכת חורף נעים, קופת החולים   כיצד תפעל?","לשאלה הקודמת ענית:[question('value'), id='126'][question('value'), id='127'][question('value'), id='128'][question('value'), id='129'][question('value'), id='130'] נא הסבר בקצרה את תשובתך:","מידת ביטחון::עד כמה אתה בטוח לגבי רצונך להתחסן נגד שפעת?  שים לב, איננו שואלים כאן האם אתה רוצה או לא רוצה להתחסן נגד שפעת אלא עד כמה אתה בטוח ביחס לכך.",האם התחסנת נגד שפעת בשנה שעברה?,"כמה פעמים התחסנת נגד שפעת בחמש השנים האחרונות?     (אם אינך זוכר את המספר המדויק, נא סמן את האפשרות שנראית לך הקרובה ביותר למספר האמיתי).",gender,edu,rel,"אחר, פרט::rel",rel_deg,"אחר, פרט::rel_deg",city
1118,03/09/2019 7:02:52 pm,03/09/2019 7:04:12 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526572_5d6e8eac501431.15374696,"Mozilla/5.0 (Linux; Android 9; ONEPLUS A6003) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",NA,2.53.25.175,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,aabad965dc6ed3f766470ee54b8c2b3f,aabad965dc6ed3f766470ee54b8c2b3f,63fbf8d8ec27cec68d45a1313169a8da,NA,Inventory,NA,NA,לא אתחסן,NA,NA,לא מאמין שחיסון נגד שפעת הוא יעיל,בטוח במידה רבה,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1119,03/09/2019 7:02:53 pm,03/09/2019 7:04:01 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526573_5d6e8ead426353.72025883,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,84.108.116.182,34.98210144043,32.81600189209,Israel,Haifa,04,NA,63fbf8d8ec27cec68d45a1313169a8da,e78946719aee0967814f758756f6ff55,e78946719aee0967814f758756f6ff55,63fbf8d8ec27cec68d45a1313169a8da,NA,Recommendation,NA,"אתחסן מוקדם, עד ה-31 בדצמבר",NA,NA,NA,"חשוב מאוד להתחסן, חשוב להתחסן כל שנה שיהיו רמות נוגדנים בדם",בטוח במידה רבה,כן,4 פעמים,NA,NA,NA,NA,NA,NA,NA
1120,03/09/2019 7:03:19 pm,03/09/2019 7:04:54 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526599_5d6e8ec79110b7.75106711,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,37.142.95.145,34.772201538086,32.01139831543,Israel,Holon,05,NA,63fbf8d8ec27cec68d45a1313169a8da,52eab9f9f149be8368cf9c737963ed6c,52eab9f9f149be8368cf9c737963ed6c,63fbf8d8ec27cec68d45a1313169a8da,NA,Inventory,NA,NA,לא אתחסן,NA,NA,חיסונים לא משפיעים עלי טוב,בטוח במידה רבה,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1121,03/09/2019 7:03:29 pm,03/09/2019 7:07:01 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526609_5d6e8ed1a18003.75131504,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.143 Mobile Safari/537.36",NA,5.203.162.174,23.735300064087,37.984199523926,Greece,Athens,35,NA,63fbf8d8ec27cec68d45a1313169a8da,14fe75c4543a830c7e37aad67d4f1e17,14fe75c4543a830c7e37aad67d4f1e17,63fbf8d8ec27cec68d45a1313169a8da,NA,Cost,NA,NA,NA,"אתחסן מאוחר, לאחר ה-31 בדצמבר, כאשר החיסון בעלות של 20 ש""ח",NA,כי בזמן שזה יהיה בחינם כולם יבואו וזה יעשה את זה יותר איטי,בטוח במידה בינונית,לא,פעמיים,NA,NA,NA,NA,NA,NA,NA
1122,03/09/2019 7:03:45 pm,03/09/2019 7:05:21 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526624_5d6e8ee0db4737.96993954,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G975F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",NA,176.12.228.133,34.649700164795,31.792100906372,Israel,Ashdod,02,NA,63fbf8d8ec27cec68d45a1313169a8da,74ef047c4b65e6035d5ad14b65135476,74ef047c4b65e6035d5ad14b65135476,63fbf8d8ec27cec68d45a1313169a8da,NA,Inventory,NA,NA,לא אתחסן,NA,NA,חיסון מיותר מבחינתי,בטוח במידה רבה מאוד,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1123,03/09/2019 7:04:04 pm,03/09/2019 7:06:15 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526644_5d6e8ef41125c7.60151918,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362",NA,82.81.13.85,34.888301849365,32.150798797607,Israel,Hod Hasharon,02,NA,63fbf8d8ec27cec68d45a1313169a8da,44e4ad5b1a7058d90cd9da65f6d21a83,44e4ad5b1a7058d90cd9da65f6d21a83,63fbf8d8ec27cec68d45a1313169a8da,NA,Benefit,NA,NA,NA,NA,לא אתחסן ולא אקבל את ההטבה,אני לא מאמינה בחיסטנים,בטוח במידה רבה מאוד,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1124,03/09/2019 7:04:08 pm,03/09/2019 7:06:37 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526648_5d6e8ef87a9e79.00091526,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,79.181.102.158,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,dd31231ffd8e38625be805794088dff9,dd31231ffd8e38625be805794088dff9,63fbf8d8ec27cec68d45a1313169a8da,NA,Benefit,NA,NA,NA,NA,לא אתחסן ולא אקבל את ההטבה,לא נורא אם יהיה לי שפעת.,בטוח במידה רבה מאוד,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1125,03/09/2019 7:05:03 pm,03/09/2019 7:05:29 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526703_5d6e8f2f756845.15525875,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,2.53.177.221,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,6c816c89dfbd9198e7b4da9d9acff1c5,6c816c89dfbd9198e7b4da9d9acff1c5,63fbf8d8ec27cec68d45a1313169a8da,NA,Benefit,NA,NA,NA,NA,"אתחסן מוקדם, עד ה-31 בדצמבר, ואקבל את ההטבה על סך 20 ש״ח",חיסון זה חשוב,בטוח במידה רבה,לא,פעם אחת,NA,NA,NA,NA,NA,NA,NA
1126,03/09/2019 7:05:06 pm,03/09/2019 7:06:15 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526706_5d6e8f320a3532.57713371,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Mobile Safari/537.36 OPR/53.0.2569.141117",NA,37.26.149.153,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,414af2c2d00028af66931d6d5c95edc4,414af2c2d00028af66931d6d5c95edc4,63fbf8d8ec27cec68d45a1313169a8da,NA,Benefit,NA,NA,NA,NA,לא אתחסן ולא אקבל את ההטבה,באופן עקרוני לא מתחסנת,בטוח במידה רבה מאוד,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1127,03/09/2019 7:04:59 pm,03/09/2019 7:06:31 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526698_5d6e8f2aed7f85.71765471,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,82.80.170.25,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,43967a442aee4fadda1db4c074908972,43967a442aee4fadda1db4c074908972,63fbf8d8ec27cec68d45a1313169a8da,NA,Control,לא אתחסן,NA,NA,NA,NA,תופעות הלוואי קשות מהשפעת עצמה. החיסון אינו מונה בתוכו את כל סוגי השפעות.....החיסון מיותר,בטוח במידה רבה מאוד,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1128,03/09/2019 7:05:11 pm,03/09/2019 7:07:26 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526711_5d6e8f3742df97.98056898,"Mozilla/5.0 (Linux; Android 9; Mi A1 Build/PKQ1.180917.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Mobile Safari/537.36 (Ecosia android@69.0.3497.128)",NA,188.64.207.245,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,e84f4dd3811cc7fe8357dd56755bc29d,e84f4dd3811cc7fe8357dd56755bc29d,63fbf8d8ec27cec68d45a1313169a8da,NA,Benefit,NA,NA,NA,NA,"אתחסן מוקדם, עד ה-31 בדצמבר, ואקבל את ההטבה על סך 20 ש״ח",מעדיף לסיים מהר ועל הדרך לקבל הטבה,בטוח במידה בינונית,לא,פעמיים,NA,NA,NA,NA,NA,NA,NA
1129,03/09/2019 7:05:41 pm,03/09/2019 7:06:43 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526741_5d6e8f5507db35.99451843,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,77.139.101.64,34.872200012207,32.088600158691,Israel,Petah Tiqwa,02,NA,63fbf8d8ec27cec68d45a1313169a8da,ab4b5ebd863137c0764c52924361ce34,ab4b5ebd863137c0764c52924361ce34,63fbf8d8ec27cec68d45a1313169a8da,NA,Recommendation,NA,"אתחסן מוקדם, עד ה-31 בדצמבר",NA,NA,NA,אני מעדיף לא להיות חולה.,בטוח במידה רבה מאוד,כן,פעם אחת,NA,NA,NA,NA,NA,NA,NA
1130,03/09/2019 7:06:34 pm,03/09/2019 7:07:51 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526794_5d6e8f8ac80d47.10338068,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,89.139.136.172,34.812198638916,32.082099914551,Israel,Ramat Gan,05,NA,63fbf8d8ec27cec68d45a1313169a8da,3e3f7e5e66f75ff8b332f0a34a230c3b,3e3f7e5e66f75ff8b332f0a34a230c3b,63fbf8d8ec27cec68d45a1313169a8da,NA,Inventory,NA,NA,"אתחסן מוקדם, עד ה-31 בדצמבר, כאשר הסיכוי <strong>שיישארו </strong>חיסונים במלאי גבוה יותר",NA,NA,"אשמח להתחסן נגד שפעת, חבל שיאזלו החיסונים",בטוח במידה רבה מאוד,כן,פעם אחת,NA,NA,NA,NA,NA,NA,NA
1131,03/09/2019 7:07:12 pm,03/09/2019 7:08:45 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526832_5d6e8fb07e6458.61251255,"Mozilla/5.0 (Linux; Android 6.0.1; A0001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",NA,77.138.123.16,35.094100952148,33.00590133667,Israel,Nahariya,03,NA,63fbf8d8ec27cec68d45a1313169a8da,7281fc60ac88c748b5501006b8662f2e,7281fc60ac88c748b5501006b8662f2e,63fbf8d8ec27cec68d45a1313169a8da,NA,Recommendation,NA,"אתחסן מוקדם, עד ה-31 בדצמבר",NA,NA,NA,"אם זו המלצת משרד הבריאות, נפעל לפיה.",בטוח במידה רבה מאוד,לא,3 פעמים,NA,NA,NA,NA,NA,NA,NA
1132,03/09/2019 7:07:30 pm,03/09/2019 7:09:05 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526849_5d6e8fc1ec3747.72057270,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,77.127.49.100,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,d14383cc942b5188b36b4d608cca400e,d14383cc942b5188b36b4d608cca400e,63fbf8d8ec27cec68d45a1313169a8da,NA,Cost,NA,NA,NA,לא אתחסן,NA,לא סומך על חיסונים,בטוח במידה בינונית,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1134,03/09/2019 7:08:58 pm,03/09/2019 7:10:01 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526938_5d6e901a314554.00262261,"Mozilla/5.0 (Linux; Android 9; Redmi 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",NA,80.246.138.163,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,f69646706e5c55d2d7417f1d77de6f66,f69646706e5c55d2d7417f1d77de6f66,63fbf8d8ec27cec68d45a1313169a8da,NA,Cost,NA,NA,NA,"אתחסן מוקדם, עד ה-31 בדצמבר, כאשר החיסון ניתן בחינם",NA,חינם ופחות סיכוי שאדבק,בטוח במידה רבה,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1135,03/09/2019 7:09:13 pm,03/09/2019 7:11:22 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526953_5d6e9029a69699.83963993,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",NA,213.57.153.194,34.812198638916,32.082099914551,Israel,Ramat Gan,05,NA,63fbf8d8ec27cec68d45a1313169a8da,15801d360d6c47301f508a64f44907f9,15801d360d6c47301f508a64f44907f9,63fbf8d8ec27cec68d45a1313169a8da,NA,Control,אתחסן,NA,NA,NA,NA,אשתדל לעבוד בסניף ולקבל את החיסון,בטוח במידה רבה,כן,3 פעמים,NA,NA,NA,NA,NA,NA,NA
1136,03/09/2019 7:09:58 pm,03/09/2019 7:11:14 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526998_5d6e9056185236.84197143,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G930T Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",NA,77.138.37.136,35.30419921875,32.917198181152,Israel,Carmiel,03,NA,63fbf8d8ec27cec68d45a1313169a8da,8deb9672c2cdcf2d45569f9b4fc86135,8deb9672c2cdcf2d45569f9b4fc86135,63fbf8d8ec27cec68d45a1313169a8da,NA,Control,אתחסן,NA,NA,NA,NA,אלך להתחסן נגד שפעת,בטוח במידה רבה מאוד,כן,5 פעמים,NA,NA,NA,NA,NA,NA,NA
1137,03/09/2019 7:04:39 pm,03/09/2019 7:27:59 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526678_5d6e8f16da3805.08614516,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,79.181.1.249,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,aa942ab2bfa6ebda4840e7360ce6e7ef,aa942ab2bfa6ebda4840e7360ce6e7ef,63fbf8d8ec27cec68d45a1313169a8da,NA,Cost,NA,NA,NA,"אתחסן מוקדם, עד ה-31 בדצמבר, כאשר החיסון ניתן בחינם",NA,אתחסן עד התאריך שאפשר ללא תשלום.,בטוח במידה רבה מאוד,כן,פעמיים,NA,NA,NA,NA,NA,NA,NA
1138,03/09/2019 7:10:51 pm,03/09/2019 7:12:42 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567527051_5d6e908b0ecb17.78403778,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J810F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",NA,176.12.224.205,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,ea26b22a3170f22314b3cd7a4b660e4b,ea26b22a3170f22314b3cd7a4b660e4b,63fbf8d8ec27cec68d45a1313169a8da,NA,Cost,NA,NA,NA,לא אתחסן,NA,לא רואה צורך להתחסן נגד שפעת,בטוח במידה מועטה,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1139,03/09/2019 6:58:54 pm,03/09/2019 7:12:35 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567526334_5d6e8dbe0e22e0.01104322,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",NA,46.31.101.84,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,33035c4747dbe9e13431327d4c1c1f2c,33035c4747dbe9e13431327d4c1c1f2c,63fbf8d8ec27cec68d45a1313169a8da,NA,Control,לא אתחסן,NA,NA,NA,NA,מדובר רק בשלושה זנים מוחלשים. ואין הכרח כי אחלה או לא אחלה בשפעת בעקבות מתן או אי מתן חיסון,בטוח במידה רבה מאוד,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1140,03/09/2019 7:11:26 pm,03/09/2019 7:12:45 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567527086_5d6e90ae14e400.45588620,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,217.132.62.70,35.106399536133,32.800598144531,Israel,Qiryat Ata,04,NA,63fbf8d8ec27cec68d45a1313169a8da,be5c5756812acb08d3d9549d8d4f4225,be5c5756812acb08d3d9549d8d4f4225,63fbf8d8ec27cec68d45a1313169a8da,NA,Control,לא אתחסן,NA,NA,NA,NA,החיסון לא יעיל !!!!!!,בטוח במידה רבה מאוד,כן,פעמיים,NA,NA,NA,NA,NA,NA,NA
1141,03/09/2019 7:11:34 pm,03/09/2019 7:12:33 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567527094_5d6e90b64f7369.73379598,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J600F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",NA,79.182.114.76,34.872200012207,32.088600158691,Israel,Petah Tiqwa,02,NA,63fbf8d8ec27cec68d45a1313169a8da,075e1849b4f11094166744dc0c175a6d,075e1849b4f11094166744dc0c175a6d,63fbf8d8ec27cec68d45a1313169a8da,NA,Cost,NA,NA,NA,לא אתחסן,NA,אני לא חולה בדרך כלל ולא בקבוצת סיכון,בטוח במידה בינונית,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1142,03/09/2019 7:12:33 pm,03/09/2019 7:13:25 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567527153_5d6e90f14f0d20.99951806,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G930F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",NA,77.139.1.235,34.818599700928,31.896900177002,Israel,Rehovot,02,NA,63fbf8d8ec27cec68d45a1313169a8da,8ae8d3ec25ef92d63515a9af4239c619,8ae8d3ec25ef92d63515a9af4239c619,63fbf8d8ec27cec68d45a1313169a8da,NA,Control,לא אתחסן,NA,NA,NA,NA,אני לא חולה בדרך כלל,כלל לא בטוח,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1143,03/09/2019 7:13:01 pm,03/09/2019 7:13:58 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567527181_5d6e910d7ba7f9.08029061,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,5.102.238.247,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,832fdd298fc7322e57abaf2e1279ed34,832fdd298fc7322e57abaf2e1279ed34,63fbf8d8ec27cec68d45a1313169a8da,NA,Control,לא אתחסן,NA,NA,NA,NA,לא מעוניין בחיסון,בטוח במידה רבה,לא,אף פעם,NA,NA,NA,NA,NA,NA,NA
1144,03/09/2019 7:13:08 pm,03/09/2019 7:14:15 pm,Complete,NA,NA,NA,Hebrew,https://www.panel4all.co.il/pages/waiting_surveys.html,1567527188_5d6e911458a1d6.02116202,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",NA,188.64.207.42,34.766700744629,32.066699981689,Israel,Tel Aviv,05,NA,63fbf8d8ec27cec68d45a1313169a8da,8c1d7451da66168bc58a4613a9db5746,8c1d7451da66168bc58a4613a9db5746,63fbf8d8ec27cec68d45a1313169a8da,NA,Control,אתחסן,NA,NA,NA,NA,בשביל לא להידבק ממחלות וגם לא להדביק אחרים,בטוח במידה רבה מאוד,כן,פעמיים,NA,NA,NA,NA,NA,NA,NA
